id,english,translation
0x865802E4,"MAIN ARRAY PROBLEM","주 배열 문제"
0x865C39B3,"ZERO-G MOVEMENT","무중력 이동"
0x8660DF0B,"Easy","쉬움"
0x8693823B,"CAPTAIN'S REPORT","선장의 보고"
0x86A15C5B,"Tethers must be deactivated","올가미를 비활성화해야 합니다"
0x86B46398,"Reynaldo Andaya","Reynaldo Andaya"
0x86B46399,"Mohammed Ashik","Mohammed Ashik"
0x86B4639A,"Alberto Contreras","Alberto Contreras"
0x86B4639B,"Hugh Do","Hugh Do"
0x86B4639C,"Joel Eckert","Joel Eckert"
0x86B4639D,"Leland Gregory","Leland Gregory"
0x86B4639E,"Drew Hamilton","Drew Hamilton"
0x86B4639F,"Jehanzeb Hasan","Jehanzeb Hasan"
0x86B463A0,"Matt Johnson","Matt Johnson"
0x86C6D424,"That beacon could be our only way off this goddamn ship.  It's stored somewhere on the Maintenance Sub Deck.  It sends out a strong sub-space broadcast that should alert any ship in the sector.","그 신호기가 이 빌어먹을 우주선에서 벗어날 유일한 방법일지도 모른다. 관리구역 하부 갑판 어딘가에 보관되어 있다. 강력한 아공간 방송을 송출하니, 이 구역에 있는 함선이라면 어떤 배든 신호를 받을 것이다."
0x86DA4934,"KINESIS SYMBOL","유도장비 표식"
0x86F68C68,"DOOR OPENED","문 개방"
0x8723BAFF,"CORRUPTION","오염"
0x873E70A2,"%d x %d, %dHz","%d x %d, %dHz"
0x875858B5,"SECONDARY FIRE","보조 공격"
0x87625F49,"EA Shanghai","EA Shanghai"
0x879515EC,"MERCER'S JOURNAL","머서의 기록"
0x87A1F338,"Re-Route ADS Power","ADS 전원 경로를 변경하라"
0x87A60F04,"Stereo","스테레오"
0x87AEB8C2,"OBJECTIVES","목표"
0x87D66836,"SCHEMATICS","설계도"
0x87EE31D4,"NAV CARD 1","운항카드 1"
0x87F5B422,"Rami Khayyat","Rami Khayyat"
0x87F5B423,"James DeGuzman","James DeGuzman"
0x87F9262B,"Junior Localization Testing Project Manager","주니어 현지화 테스트 프로젝트 매니저"
0x87FD52F2,"MB 3","MB 3"
0x87FD52F3,"MB 4","MB 4"
0x8814370A,"Loading %1. Please don't turn off your PC.","%1 불러오는 중입니다. PC를 끄지 마십시오."
0x882AD222,"Danger!\nHull Breach\nEvaculate Immediately","위험!\n선체 파손\n즉시 대피하십시오"
0x885477B7,"POWER CELLS","파워 셀"
0x889FE30C,"Kill 30 enemies with the Pulse Rifle","펄스 라이플로 적 30명 제거"
0x88A33B1F,"Andrea Plastas","Andrea Plastas"
0x88D1DA27,"Use melee to knock back an enemy for a quicker escape.","근접 공격으로 적을 밀쳐내면 더 빨리 벗어날 수 있다."
0x88D28738,"WEAPON SELECT","무기 선택"
0x88D4E083,"Caps","Caps"
0x88D4E090,"Caps","Caps"
0x88DDE2BA,"Caps","Caps"
0x88DDE2C7,"Caps","Caps"
0x88E63387,"\n","\n"
0x894268F8,"Demetrius Leal","Demetrius Leal"
0x899B87C4,"Credits_Blank_Line","Credits_Blank_Line"
0x899B87C5,"Credits_Design","Credits_Design"
0x899B87C6,"Credits_Design_DD","Credits_Design_DD"
0x899B87C7,"Credits_Design_Lead_LD","Credits_Design_Lead_LD"
0x899B87C8,"Credits_Design_Sr_Gameplay","Credits_Design_Sr_Gameplay"
0x899B87C9,"Credits_Design_Sr_LD","Credits_Design_Sr_LD"
0x899B87CA,"Credits_Design_LD","Credits_Design_LD"
0x899B87CB,"Credits_Design_AddDes","Credits_Design_AddDes"
0x899B87CC,"Credits_Blank_Line","Credits_Blank_Line"
0x899B87CD,"Credits_Eng","Credits_Eng"
0x899C8803,"Credits_Eng_Lead_Eng","Credits_Eng_Lead_Eng"
0x899C8804,"Credits_Eng_Lead_GameEn","Credits_Eng_Lead_GameEn"
0x899C8805,"Credits_Eng_Sr_GameEn","Credits_Eng_Sr_GameEn"
0x899C8806,"Credits_Eng_GameEn","Credits_Eng_GameEn"
0x899C8807,"Credits_Eng_Sr_CoreEn","Credits_Eng_Sr_CoreEn"
0x899C8808,"Credits_Eng_CoreEn","Credits_Eng_CoreEn"
0x899C8809,"Credits_Eng_AudioEn","Credits_Eng_AudioEn"
0x899C880A,"Credits_Eng_BuildEn","Credits_Eng_BuildEn"
0x899C880B,"Credits_Eng_Melbourne","Credits_Eng_Melbourne"
0x899C880C,"Credits_Eng_Sr_PCEn","Credits_Eng_Sr_PCEn"
0x899D8842,"Credits_Eng_PCEn","Credits_Eng_PCEn"
0x899D8843,"Credits_Eng_AddEng","Credits_Eng_AddEng"
0x899D8844,"Credits_Eng_AddEng_DD","Credits_Eng_AddEng_DD"
0x899D8845,"Credits_Eng_AddEng_TechD","Credits_Eng_AddEng_TechD"
0x899D8846,"Credits_Eng_AddEng_Neo","Credits_Eng_AddEng_Neo"
0x899D8847,"Credits_Eng_AddEng_Hyp","Credits_Eng_AddEng_Hyp"
0x899D8848,"Credits_Eng_AddEng_En","Credits_Eng_AddEng_En"
0x899D8849,"Credits_Blank_Line","Credits_Blank_Line"
0x899D884A,"Credits_Prod","Credits_Prod"
0x899D884B,"Credits_Prod_Sr_Prod","Credits_Prod_Sr_Prod"
0x899E8881,"Credits_Prod_Prod","Credits_Prod_Prod"
0x899E8882,"Credits_Prod_Tal_Prod","Credits_Prod_Tal_Prod"
0x899E8883,"Credits_Prod_Aso_Prod","Credits_Prod_Aso_Prod"
0x899E8884,"Credits_Prod_Ast_Prod","Credits_Prod_Ast_Prod"
0x899E8885,"Credits_Prod_Admin","Credits_Prod_Admin"
0x899E8886,"Credits_Blank_Line","Credits_Blank_Line"
0x899E8887,"Credits_Art","Credits_Art"
0x899E8888,"Credits_Art_DMCA","Credits_Art_DMCA"
0x899E8889,"Credits_Art_Char_Lead","Credits_Art_Char_Lead"
0x899E888A,"Credits_Art_Sr_Char","Credits_Art_Sr_Char"
0x899F88C0,"Credits_Art_Anim_Dir","Credits_Art_Anim_Dir"
0x899F88C1,"Credits_Art_CinAnim_Lead","Credits_Art_CinAnim_Lead"
0x899F88C2,"Credits_Art_Sr_Anim","Credits_Art_Sr_Anim"
0x899F88C3,"Credits_Art_Anim","Credits_Art_Anim"
0x899F88C4,"Credits_Art_DME","Credits_Art_DME"
0x899F88C5,"Credits_Art_AADE","Credits_Art_AADE"
0x899F88C6,"Credits_Art_EnvArt_Lead","Credits_Art_EnvArt_Lead"
0x899F88C7,"Credits_Art_Sr_EnvArt","Credits_Art_Sr_EnvArt"
0x899F88C8,"Credits_Art_EnvArt","Credits_Art_EnvArt"
0x899F88C9,"Credits_Art_Aso_EnvArt","Credits_Art_Aso_EnvArt"
0x89A088FF,"Credits_Art_Ast_EnvArt","Credits_Art_Ast_EnvArt"
0x89A08900,"Credits_Art_Add_EnvArt","Credits_Art_Add_EnvArt"
0x89A08901,"Credits_Art_DDO","Credits_Art_DDO"
0x89A08902,"Credits_Art_DMO","Credits_Art_DMO"
0x89A08903,"Credits_Art_DMLV","Credits_Art_DMLV"
0x89A08904,"Credits_Art_Lead_VFX","Credits_Art_Lead_VFX"
0x89A08905,"Credits_Art_VFX","Credits_Art_VFX"
0x89A08906,"Credits_Art_Lgt_Supr","Credits_Art_Lgt_Supr"
0x89A08907,"Credits_Art_Lgtr","Credits_Art_Lgtr"
0x89A08908,"Credits_Art_Lead_Tech","Credits_Art_Lead_Tech"
0x89A1893E,"Credits_Art_Char_Tech_D","Credits_Art_Char_Tech_D"
0x89A1893F,"Credits_Art_Char_Rigger","Credits_Art_Char_Rigger"
0x89A18940,"Credits_Art_Sr_Tech","Credits_Art_Sr_Tech"
0x89A18941,"Credits_Art_Tech","Credits_Art_Tech"
0x89A18942,"Credits_Art_Aso_Tech","Credits_Art_Aso_Tech"
0x89A18943,"Credits_Art_QA_Tech","Credits_Art_QA_Tech"
0x89A18944,"Credits_Art_UI_Dsgn","Credits_Art_UI_Dsgn"
0x89A18945,"Credits_Art_UI_Art","Credits_Art_UI_Art"
0x89A18946,"Credits_Art_Cncpt","Credits_Art_Cncpt"
0x89A18947,"Credits_Blank_Line","Credits_Blank_Line"
0x89A2897D,"Credits_Audio","Credits_Audio"
0x89A2897E,"Credits_Audio_Snd_Dsgn","Credits_Audio_Snd_Dsgn"
0x89A2897F,"Credits_Audio_Ast_Snd_Dsgn","Credits_Audio_Ast_Snd_Dsgn"
0x89A28980,"Credits_Audio_Music_Comp","Credits_Audio_Music_Comp"
0x89A28981,"Credits_Audio_Dialog_Supr","Credits_Audio_Dialog_Supr"
0x89A28982,"Credits_Audio_Add_Sound","Credits_Audio_Add_Sound"
0x89A28983,"Credits_Blank_Line","Credits_Blank_Line"
0x89A28984,"Credits_Audio_Cast","Credits_Audio_Cast"
0x89A28985,"Credits_Audio_Featured_Cast","Credits_Audio_Featured_Cast"
0x89A28986,"Credits_Audio_VO","Credits_Audio_VO"
0x89A389BC,"Credits_Blank_Line","Credits_Blank_Line"
0x89A389BD,"Credits_Video","Credits_Video"
0x89A389BE,"Credits_Video_Dir","Credits_Video_Dir"
0x89A389BF,"Credits_Video_EdComp","Credits_Video_EdComp"
0x89A389C0,"Credits_Blank_Line","Credits_Blank_Line"
0x89A389C1,"Credits_AddArt","Credits_AddArt"
0x89A389C2,"Credits_Blank_Line","Credits_Blank_Line"
0x89A389C3,"Credits_AddArt_EASH","Credits_AddArt_EASH"
0x89A389C4,"Credits_AddArt_EASH_PM","Credits_AddArt_EASH_PM"
0x89A389C5,"Credits_AddArt_EASH_DD","Credits_AddArt_EASH_DD"
0x89C1ACCE,"Salil Nair","Salil Nair"
0x89CBAB5F,"Don't get cocky, kid","까불지 마라, 꼬마야"
0x89DB97B5,"Quality Assurance","품질 보증"
0x89E6FB7F,"QA Franchise Lead","QA 프랜차이즈 리드"
0x89FC8298,"Chris Kassabian","Chris Kassabian"
0x89FC8299,"Chi Kong","Chi Kong"
0x89FC829A,"Michael Krakowski","Michael Krakowski"
0x89FC829B,"Craig Louie","Craig Louie"
0x89FC829C,"Florian Meneses","Florian Meneses"
0x89FC829D,"Robert Merenda","Robert Merenda"
0x89FC829E,"Michael Wallace Peterson","Michael Wallace Peterson"
0x89FC829F,"Anthony Ruelas","Anthony Ruelas"
0x89FC82A0,"David Scott","David Scott"
0x89FC82A1,"Andrew Tantivongsathaporn","Andrew Tantivongsathaporn"
0x89FD82D7,"Chantha Thoeun","Chantha Thoeun"
0x89FD82D8,"John Touhy","John Touhy"
0x89FD82D9,"Nicholas Williams","Nicholas Williams"
0x89FD82DA,"Ryan Wilson","Ryan Wilson"
0x8A129FEB,"Lighting Supervisor","조명 감독"
0x8A40F244,"Video Post-Production Director and Designer","영상 후반 작업 디렉터 및 디자이너"
0x8A7065EF,"Publicist","홍보 담당"
0x8A95E460,"AVOID THE ASTEROIDS","소행성 피하기"
0x8AB323B8,"Manually Ignite the Engine","엔진을 수동으로 점화하라"
0x8ACD3E86,"Tab","Tab"
0x8ACD3E93,"Tab","Tab"
0x8AD640BD,"Tab","Tab"
0x8AD640CA,"Tab","Tab"
0x8B185E20,"Bridge, come in! We've been boarded! Repeat, the ship has been boarded! We are under attack! What the hell are they? They, they've already killed most of the Deck staff! We need security backup here immediately! Guns are useless, we can't hold them back for very long...","브릿지, 응답하라! 침입당했다! 반복한다, 우주선에 무언가 침입했다! 공격받고 있다! 대체 저것들은 뭐야? 저, 저것들이 이미 갑판 인원 대부분을 죽였어! 당장 보안팀 지원이 필요하다! 총은 소용없어, 오래 버티지 못한다…"
0x8B195E2E,"Make us whole again.","우리를 다시 하나로 만들어 줘."
0x8B3A1C95,"Senior Technical Artist","수석 테크니컬 아티스트"
0x8B6054F4,"Zero-G Therapy","무중력 치료실"
0x8B6054F7,"Security Station","보안 구역"
0x8BB0E362,"SHIP GRAVITY","우주선 중력"
0x8BF8E3D4,"Andrew Hung","Andrew Hung"
0x8BF8E3D5,"Adam Iarossi","Adam Iarossi"
0x8BF8E3D6,"Nigel Kay","Nigel Kay"
0x8BF8E3D7,"Ove Lindblom","Ove Lindblom"
0x8BF8E3D8,"Daniel Newmarch","Daniel Newmarch"
0x8BF8E3D9,"Glen Stuart","Glen Stuart"
0x8BF8E3DA,"Bruce Sutherland","Bruce Sutherland"
0x8BF8E3DB,"Scott Wickens","Scott Wickens"
0x8C17A30A,"Air Alert","산소 경보"
0x8C21D6D5,"Eric Pavey","Eric Pavey"
0x8C26F607,"[Navigate]Navigate          [Exit_Rig]Exit","[Navigate]이동          [Exit_Rig]나가기"
0x8C418CE9,"Security Station","보안 구역"
0x8C418CEA,"Welcome to the USG Ishimura Medical Deck","USG 이시무라 의료 구역에 오신 것을 환영합니다"
0x8C428D28,"Tram Station","정거장"
0x8C428D29,"Thank you for visiting the Medical Deck","의료 구역을 방문해 주셔서 감사합니다"
0x8C438D67,"Security Station","보안 구역"
0x8C438D68,"All visitors must sign in at the security kiosk","모든 방문객은 보안 안내소에서 출입 기록을 작성해야 합니다"
0x8C448DA6,"Tram Station","정거장"
0x8C448DA7,"Please collect any belongings you brought to the Medical Deck","의료 구역에 가져온 소지품을 챙겨 주십시오"
0x8C458DE5,"Ishimura Clinic","이시무라 진료실"
0x8C458DE6,"All patients please proceed to Clinic Waiting Room","모든 환자는 진료실 대기실로 가십시오"
0x8C468E24,"Research Wing","연구동"
0x8C468E25,"Authorized Science Personnel Only","인가된 과학 인원 외 출입 금지"
0x8C478E63,"Imaging Diagnostics Wing","영상 진단동"
0x8C478E64,"Please have Lab referral forms ready","연구실 의뢰서를 준비해 주십시오"
0x8C488EA2,"Security Station","보안 구역"
0x8C488EA3,"Thank you for visiting the Imaging Diagnostics Lab","영상 진단실을 방문해 주셔서 감사합니다"
0x8C498EE1,"Imaging Diagnostics Room","영상 진단실"
0x8C498EE2,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8C860A61,"One of the Valor's weapon modules ripped open in the crash, scattering highly radioactive munitions through the Ore Storage chamber.  The radiation leak has caused the Valor's airlock to seal itself.  I need to clear the chamber of the munitions before I can get onboard the ship.","충돌 때 밸러의 무기 모듈 하나가 찢어지면서, 고방사능 탄약이 광석 저장실 곳곳에 흩어졌다. 방사능 누출 때문에 밸러의 밀폐실이 스스로 봉인되었다. 우주선에 들어가려면 먼저 저장실에서 탄약을 치워야 한다."
0x8CBE9C2B,"Return to Security Station","보안 구역으로 돌아가기"
0x8CBE9C2C,"Thank you for visiting the Imaging Diagnostics lab","영상 진단실을 방문해 주셔서 감사합니다"
0x8CBF9C6A,"Zero-G Therapy Area","무중력 치료 구역"
0x8CBF9C6B,"Authorized Personnel Only","관계자 외 출입 금지"
0x8CC09CA9,"Imaging Diagnostics Room","영상 진단실"
0x8CC09CAA,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8CC19CE8,"Zero-G Therapy Area","무중력 치료 구역"
0x8CC19CE9,"WARNING: HULL BREACH DETECTED","경고: 선체 파손 감지"
0x8CC29D27,"Chemical Research lab","화학 연구실"
0x8CC29D28,"Proper clearance required","적절한 출입 권한이 필요합니다"
0x8CC39D66,"Return to Imaging Diagnostics Room","영상 진단실로 돌아가기"
0x8CC39D67,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8CC49DA5,"Zero-G Therapy Area","무중력 치료 구역"
0x8CC49DA6,"Authorized Personnel Only","관계자 외 출입 금지"
0x8CC59DE4,"Return to Imaging Diagnostics Room","영상 진단실로 돌아가기"
0x8CC59DE5,"WARNING: HULL BREACH DETECTED","경고: 선체 파손 감지"
0x8CC69E23,"Zero-G Therapy Area","무중력 치료 구역"
0x8CC69E24,"Authorized Personnel Only","관계자 외 출입 금지"
0x8CC79E62,"Return to Imaging Diagnostics Room","영상 진단실로 돌아가기"
0x8CC79E63,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8D3CABAC,"Security Station","보안 구역"
0x8D3CABAD,"Thank you for visiting the Research Wing","연구동을 방문해 주셔서 감사합니다"
0x8D3DABEB,"Main Lab","주 연구실"
0x8D3DABEC,"Please check yourself for contaminants","오염 물질이 묻지 않았는지 확인해 주십시오"
0x8D3EAC2A,"Return to Security Station","보안 구역으로 돌아가기"
0x8D3EAC2B,"Thank you for visiting the Research Wing","연구동을 방문해 주셔서 감사합니다"
0x8D3FAC69,"Main Lab","주 연구실"
0x8D3FAC6A,"Please check yourself for contaminants","오염 물질이 묻지 않았는지 확인해 주십시오"
0x8D40ACA8,"Return to Security Station","보안 구역으로 돌아가기"
0x8D40ACA9,"Warning:  No lab materials may leave the area","경고:  연구 자재를 구역 밖으로 반출할 수 없습니다"
0x8D41ACE7,"Bio Lab","생체 연구실"
0x8D41ACE8,"Authorized Personnel Only","관계자 외 출입 금지"
0x8D42AD26,"Main Lab","주 연구실"
0x8D42AD27,"Authorized Personnel Only","관계자 외 출입 금지"
0x8D43AD65,"Bio Lab","생체 연구실"
0x8D43AD66,"Authorized Personnel Only","관계자 외 출입 금지"
0x8D44ADA4,"Return to Main Lab","주 연구실로 돌아가기"
0x8D44ADA5,"Authorized Personnel Only","관계자 외 출입 금지"
0x8D45ADE3,"Bio Lab","생체 연구실"
0x8D45ADE4,"Authorized Personnel Only","관계자 외 출입 금지"
0x8D629D14,"Crackshot","명사수의 솜씨"
0x8D821D13,"Audio Director","오디오 디렉터"
0x8D851EA7,"Clarence Co","Clarence Co"
0x8D851EA8,"Tom Desmarais","Tom Desmarais"
0x8D851EA9,"Louis Gascoigne","Louis Gascoigne"
0x8DBABB2D,"Return to Main Lab","주 연구실로 돌아가기"
0x8DBABB2E,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DBBBB6C,"Return to Main Lab","주 연구실로 돌아가기"
0x8DBBBB6D,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DBCBBAB,"Bio Lab","생체 연구실"
0x8DBCBBAC,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DBDBBEA,"Return to Main Lab","주 연구실로 돌아가기"
0x8DBDBBEB,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DBEBC29,"Bio Lab","생체 연구실"
0x8DBEBC2A,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DBFBC68,"Main Lab","주 연구실"
0x8DBFBC69,"Authorized Personnel Only","관계자 외 출입 금지"
0x8DC0BCA7,"Security Station","보안 구역"
0x8DC0BCA8,"Thank you for visiting the Ishimura Clinic","이시무라 진료실을 방문해 주셔서 감사합니다"
0x8DC1BCE6,"Ishimura Clinic","이시무라 진료실"
0x8DC1BCE7,"Please speak to a Clinic Technician before taking a seat","자리에 앉기 전에 진료실 기술자와 상담해 주십시오"
0x8DC2BD25,"Return to Security Station","보안 구역으로 돌아가기"
0x8DC2BD26,"Please collect any belongings you brought to the Clinic","진료실에 가져온 소지품을 챙겨 주십시오"
0x8DC3BD64,"Emergency Room","응급실"
0x8DC3BD65,"Authorized patients only, please","허가된 환자만 출입해 주십시오"
0x8DC45438,"Destroy the Barricade","방어벽을 파괴하라"
0x8DE9F09D,"Holo-card containing shuttle navigation data.","우주선 운항 데이터가 담긴 홀로카드."
0x8DF7EF3B,"FLAMETHROWER\nSchematic Acquired\nDownload at the Store","화염 방사기\n설계도 획득\n상점에서 다운로드"
0x8E09A202,"Nick Earl","Nick Earl"
0x8E0EB33E,"CALL?","호출?"
0x8E16BF65,"Looks like I've got the tram system up and running.  I can call a tram for Hammond and Kendra from Tram Control.","전동차 시스템을 복구해서 가동시킨 것 같다. 전동차 조종실에서 해먼드와 켄드라에게 전동차를 보낼 수 있다."
0x8E189BCE,"Chapter 10: End of Days","10장: 최후의 날"
0x8E38CAAE,"Return to Security Station","보안 구역으로 돌아가기"
0x8E38CAAF,"Please collect any belongings you brought to the Clinic","진료실에 가져온 소지품을 챙겨 주십시오"
0x8E39964A,"Life Support is down in Sleep Block B and the door is locked.  I should be able to run an override from a nearby control station.  ","취침실 B의 생명유지장치가 멈췄고 문도 잠겨 있다. 근처 조작대에서 강제 해제를 실행할 수 있을 것이다.  "
0x8E39CAED,"ER Hallway A","응급실 복도 A"
0x8E39CAEE,"Patient Beds 001 - 006","환자 병상 001 - 006"
0x8E3ACB2C,"Emergency Room","응급실"
0x8E3ACB2D,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8E3BCB6B,"ER Hallway B","응급실 복도 B"
0x8E3BCB6C,"Patient Beds 007 - 012","환자 병상 007 - 012"
0x8E3CCBAA,"ER Hallway A","응급실 복도 A"
0x8E3CCBAB,"Patient Beds 001 - 006","환자 병상 001 - 006"
0x8E3DCBE9,"Intensive Care Unit","중환자실"
0x8E3DCBEA,"ICU Pods 001-004","중환자 포드 001-004"
0x8E3ECC28,"ER Hallway B","응급실 복도 B"
0x8E3ECC29,"Patient Beds 007 - 012","환자 병상 007 - 012"
0x8E3FCC67,"Morgue","영안실"
0x8E3FCC68,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8E40CCA6,"Intensive Care Unit","중환자실"
0x8E40CCA7,"ICU Pods 001-004","중환자 포드 001-004"
0x8E41CCE5,"Dr. Mercer's Office","머서 박사 사무실"
0x8E41CCE6,"Proper clearance required","적절한 출입 권한이 필요합니다"
0x8E7C5C80,"User Interface Designer","UI 디자이너"
0x8EB6DA2F,"Morgue","영안실"
0x8EB6DA30,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8EB7DA6E,"Intensive Care Unit","중환자실"
0x8EB7DA6F,"ICU Pods 001-004","중환자 포드 001-004"
0x8EB85A4C,"Administrative Assistant","행정 보조"
0x8EB8DAAD,"Morgue","영안실"
0x8EB8DAAE,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8EB9DAEC,"Return to Intensive Care Unit","중환자실로 돌아가기"
0x8EB9DAED,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8EBADB2B,"Return to Emergency Room","응급실로 돌아가기"
0x8EBADB2C,"Authorized Medical Personnel only","인가된 의료진 외 출입 금지"
0x8EBBDB6A,"Elevator to Morgue","영안실행 엘리베이터"
0x8EBBDB6B,"Proper clearance required","적절한 출입 권한이 필요합니다"
0x8EBCDBA9,"Chemical Research lab","화학 연구실"
0x8EBCDBAA,"Proper clearance required","적절한 출입 권한이 필요합니다"
0x8EBDDBE8,"Imaging Diagnostics Room","영상 진단실"
0x8EBDDBE9,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8EBEDC27,"Chemical Research lab","화학 연구실"
0x8EBEDC28,"Warning: Unstable Compounds","경고: 불안정한 화합물"
0x8EBFDC66,"Return to Imaging Diagnostics Room","영상 진단실로 돌아가기"
0x8EBFDC67,"Warning: Elevated radiation levels","경고: 방사능 수치 상승"
0x8F0AEF7E,"Main Atrium","중앙홀"
0x8F0AEF7F,"The Ishimura Atrium is a secured location. All visitors must undergo security scan.","이시무라 중앙홀은 보안 구역입니다. 모든 방문객은 보안 검색을 받아야 합니다."
0x8F0BEFBD,"Tram Station","정거장"
0x8F0BEFBE,"Thank you for visiting the Ishimura Bridge","이시무라 브릿지를 방문해 주셔서 감사합니다"
0x8F0CEFFC,"Main Atrium","중앙홀"
0x8F0CEFFD,"Welcome,  Ishimura Officer","환영합니다,  이시무라 장교님"
0x8F0DF03B,"To Tram Station","정거장 방면"
0x8F0DF03C,"Please be careful passing through security hall","보안 복도를 지날 때 주의해 주십시오"
0x8F0EF07A,"Security Room","보안실"
0x8F0EF07B,"Attention:  Security officers only","알림:  보안요원 전용"
0x8F0FF0B9,"Main Atrium","중앙홀"
0x8F0FF0BA,"Authorized Personnel Only","관계자 외 출입 금지"
0x8F10F0F8,"Storage Room","보관실"
0x8F10F0F9,"Authorized Personnel Only","관계자 외 출입 금지"
0x8F11F137,"Elevator to Ship Systems Level","우주선 시스템 층행 엘리베이터"
0x8F11F138,"Authorized Personnel Only","관계자 외 출입 금지"
0x8F12F176,"Elevator to Mining Admin and Comm Array Levels","채굴 관리부 및 통신배열 층행 엘리베이터"
0x8F12F177,"Authorized Personnel Only","관계자 외 출입 금지"
0x8F34E9B0,"Cryogenics Lab","극저온 연구실"
0x8F34E9B1,"Zero temperature certified technicians only","극저온 인증 기술자 전용"
0x8F35E9EF,"Chemical Research lab","화학 연구실"
0x8F35E9F0,"Authorized Personnel Only","관계자 외 출입 금지"
0x8F36EA2E,"Tram Station","정거장"
0x8F36EA2F,"Thank you for visiting the Medical Deck","의료 구역을 방문해 주셔서 감사합니다"
0x8F37EA6D,"Cryogenics Lab","극저온 연구실"
0x8F37EA6E,"Zero temperature certified technicians only","극저온 인증 기술자 전용"
0x8F38EAAC,"Tram Station","정거장"
0x8F38EAAD,"Thank you for visiting the Medical Deck","의료 구역을 방문해 주셔서 감사합니다"
0x8F39EAEB,"Cryogenics Lab","극저온 연구실"
0x8F39EAEC,"Zero temperature certified technicians only","극저온 인증 기술자 전용"
0x8F461642,"Science log, Chief Science Officer Dr. Kyne reporting. The colony's problems concern me greatly. I have no doubt they are somehow linked to discovery of the marker, but the exact nature of that connection is still unknown. Almost 40 per cent of the colonists are experiencing a form of dementia. The obvious symptoms are acute depression, insomnia and hallucination.","과학 기록, 수석 과학관 카인 박사 보고. 콜로니의 문제가 매우 걱정된다. 마커의 발견과 어떻게든 연관되어 있다는 데는 의심의 여지가 없지만, 그 연관성의 정확한 성격은 아직 알 수 없다. 콜로니 주민의 거의 40퍼센트가 일종의 치매 증상을 겪고 있다. 뚜렷한 증상은 급성 우울증, 불면증, 환각이다."
0x8F461643," Incidence of violence and even murder also indicate extreme paranoia.  Dr. Mercer has advised that I bring some of the affected on board for study.  Dr Welland, the planetside psychiatrist, has reported that his own analysis has been fruitless. I'm hesitant to rely on Dr. Mercer at this point, but I need his expertise. We need solutions and we need them quickly."," 폭력 사건과 심지어 살인까지 발생하는 것으로 보아 극심한 편집증도 나타나고 있다. 머서 박사는 증상을 보이는 사람 일부를 연구를 위해 우주선으로 데려오라고 조언했다. 행성의 정신과 의사인 웰런드 박사는 자신의 분석으로는 아무 성과가 없었다고 보고했다. 지금 시점에서 머서 박사에게 의지하는 것은 망설여지지만, 그의 전문 지식이 필요하다. 해결책이 필요하다, 그것도 빨리."
0x8F702B04,"Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww","Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww Wwww"
0x8F87FEC0,"Captain's Nest","선장실"
0x8F87FEC1,"ATTENTION:  This is a restricted area.  Rank 5 Officers Only.","알림:  이곳은 제한 구역입니다.  5등급 장교 전용."
0x8F88FEFF,"To Main Atrium","중앙홀 방면"
0x8F88FF00,"Remember to Sync Your RIG","RIG 동기화를 잊지 마십시오"
0x8F89FF3E,"Captain's Nest","선장실"
0x8F89FF3F,"ATTENTION:  This is a restricted area.  Rank 5 Officers Only.","알림:  이곳은 제한 구역입니다.  5등급 장교 전용."
0x8F8AFF7D,"To Main Atrium","중앙홀 방면"
0x8F8AFF7E,"Remember to Sync Your RIG","RIG 동기화를 잊지 마십시오"
0x8F8BFFBC,"To Mining Admin Room","채굴 관리실 방면"
