id,english,translation
0x96B1C299,"Wait, wait! We're not safe yet. The ship's asteroid defense system is offline. On the way up, the ship's going to pass through a debris field thrown up from the planetcrack... We'll be ripped to pieces unless you restart it.","잠깐,잠깐!아직 안전하지 않아요.소행성 방어시스템이 꺼졌어요.이대로 올라가면 채굴때문에 생긴 잔해지역을 통과해야 하는데…방어시스템을 재가동하지 않으면 우린 산산조각 나고말아요."
0x96B4C356,"When were you going to tell us about the artifact, Hammond?  This ""Marker?""","< 번역 누락 : 0x96B4C356 >"
0x96B4C358,"It's on the ship?!","이 함선에요?!"
0x96B4C35A,"Really?  CEC didn't know anything about it?  You're lying.","헐-?CEC가 아무것도 모르신다? 거짓말."
0x96B4C35E,"Isaac!  Impact on the bridge, right at your feet!  I'm reading heavy damage, but containment looks solid.    Life support is stabilized.  We've got to get the ADS working!","아이작!브릿지에 맞았어요.발밑을 조심해요.피해가 상당하지만 꽤나 튼튼하네요.생명유지장치도 안정적이고.ADS를 서둘러 작동시켜야 돼요!"
0x96B6C3D8,"Isaac, listen up. I've gone over the med-sci reports. These things are BIO-RECOMBINATORS. They take dead tissue, absorb it and molds it into new forms. One iteration seems to have the sole purpose of infecting corpses... The others, well, seem to be making corpses to infect. And that body tissue we keep seeing on the walls is part of it, too. I found a report that says it's a habitat changer. ","아이작,들어봐요.의료연구 보고서를 방금 읽었어요.이것들은 생체-재조합체예요.죽은 조직을 흡수하고 새로운 형태로 변화하죠.어떤건 시체를 감염시키는 단일한 목적을 가졌나봐요…나머지는…감염시킬 시체를 만드는것 같은데.벽면에서 봤던 신체조직들도 이것의 일부였어요.보고서에는 [숙주변이자]라고 써있어요."
0x96B6C404,"Wait! Isaac, Hammond...you're not gonna believe this. Oxygen levels are falling. Something's poisoning Hydroponics air production, and whatever it is, it's filling the deck up with that organic stuff. We're not going to have any air to breathe soon.  But if I understand these lab reports correctly, I think I can make a  poison to destroy it. Head to Medical. It should have everything you need.","잠깐만요!아이작,헤먼드…믿기 싫겠지만 산소가 줄어들고 있어요.뭔가가 재배실 산소공급을 오염시키고 있어요.그게 뭐든 유기물이 원인인 것 같아요.얼마 가지않아 숨도 못쉴거에요.하지만 내가 연구실 보고서를 정확히 이해한거라면 유기물을 제거할 독을 만들수 있어요.의료구역에 가면 필요한 전부가 있을거예요."
0x96B845AF,"Ammo for the Plasma Cutter.","플라즈마 커터 탄약"
0x96D26AF8,"Move","이동"
0x96D53DA1,"Complete Level 6 in Zero-G Basketball","< 번역 누락 : 0x96D53DA1 >"
0x96E0CE5B,"Shit, Isaac! I can smell the contaminated air from here. It's spreading faster than I expected! I'm trying to isolate it but it's not going to buy us much time! We have to get that thing off this ship! The chemicals you need are in the Chemistry Lab. I'll hack the door for you when you get there. ","아이작!오염된 공기가 여기까지 왔어요.예상보다 훨씬 빨리 퍼지고 있어요.오염된 공기를 차단하려고 애쓰고 있지만 시간이 부족해요.근원지를 제거해야 돼요.필요한 약품은 화학연구실에 있어요.거기 도착하면 문을 열어줄게요."
0x96E0CE5C,"Looks like someone has reprogrammed the door locks on this deck.  And recently, too. I guess we're not alone here, after all. Someone doesn't want you in this part of the ship. ","그 구역 잠금장치가 최근에 재설정된 것 같아요.결국 우리만 있는게 아니란 거죠.누군가 아이작이 거기있는걸 원치않아요."
0x96E0CE5F,"Someone keeps shutting down the door protocol. I've bypassed the lock! Go!","누군가 문을 못열게 하고있어요.이제 열렸어요!나가요!"
0x96E1CE6E,"Now you need to find a DNA sample of the growth. According to lab records, there's an inert sample stored in the ICU.  A Dr. Mercer was apparently doing intensive research on it. I've been trying to contact Hammond but all I'm getting is static! Isaac, you've got to hurry!","이제 성장DNA샘플을 찾아야해요.중환자실에 비활성샘플이 보관되어 있어요.머서 박사가 거기서 집중연구를 했었어요.헤먼드에게 연락을 시도했지만 잡음만 들릴뿐.아이작,서둘러요!"
0x96E1CE9C,"That's it, Isaac! Now you just need to finish mixing the poison.","그거예요,아이작!이제 독극물 혼합을 끝내야 돼요."
0x96E1CE9D,"Who the hell was that?! Isaac, he's decompressed the entire deck and I'm being locked out of those systems! All the air has been vented into space! You should be able to bring it back online from the Security Station, but you don't have much time!","누구죠?!아이작,그자가 구역압력을 내렸어요.시스템에 접근할수가 없어요.공기가 전부 우주로 빠져나가 버렸어요.보안구역으로 가야 복구시킬수 있는데 시간이 얼마 없어요."
0x96E1D346,"HULL INTEGRITY","보 존 수 준"
0x96E2CEA7,"Hammond!  Where the hell have you been?","헤먼드!대체 어디서 뭘한 거에요?"
0x96E2CEA9,"You've got everything you need to make the poison. Now get back to the Chemistry Lab!","독극물을 만들 모든 재료가 모였어요.이제 화학실로 돌아가요."
0x96E2CEAB,"You're cutting out, Hammond! I'm going to try to switch over... Shit! I lost his signal! I'll continue scanning for his location! You have to get that compound mixed!","통신두절이었어요,헤먼드!연결을 계속 시도했지만…이런,신호를 놓쳤어!해먼드의 위치를 파악해볼테니 약품을 혼합해주세요!"
0x96E2CEAF,"Let's hope that poison works! Head back to the tram station, and get up to Hydroponics as fast as you can. Still no response from Hammond so be careful! There's no telling how contaminated that deck is.","독이 효과가 있기를!정거장에 가서 빨리 재배구역으로 가요.아직 해먼드가 응답이 없어요.그러니 조심해요.갑판이 얼마나 오염됐는지 알수가 없어요."
0x96E2CEB0,"You can't kill it, Isaac! It's just going to keep regenerating!  Get out of there, run!","그건 죽일수 없어요,아이작!끝없이 되살아날 거예요.어서 도망가요!"
0x96E2CED8,"Let's just  hope that's the last we see of that...thing.  I've managed to override Mercer's lockdown. There's a secondary tram station nearby and you can take to Hydroponics. Let's just hope there's enough time.","마지막으로 보는 거였으면…그걸.겨우 머서의 방해를 막았어요.근처에 정거장이 있으니 전동차로 재배구역에 갈수있어요.시간이 충분하길 기도해요."
0x96E3CEEF,"Hammond! I thought you were dead! You need to get to cleaner air! You're not going to be able to help Isaac in your condition. Isaac, I'm scanning the area now. He's right, there's something really big in Food Storage, but I can't get a good scan. Monitor readings are off the scale. Be careful!","헤먼드!죽은줄 알았는데.신선한 공기가 필요해요.지금 상태로는 아이작을 도와줄수가 없겠어요.아이작,지금 거기를 탐색중이예요.맞아요.식량저장고에 잘 보이지는 않지만 엄청난 것이,화면에 전부 잡히지도 않게 커요.조심해요."
0x96E3CF17,"That's the door to Food Storage. But I can't override the integrity lockdown.  You have to destroy the pods to bring the air quality up.   Then you can go through and use the poison on the Leviathan.  ","식량저장고 문이예요.하지만 열수가 없어요.오염의 근원을 제거해 공기를 깨끗하게 해야돼요.그래야 그곳을 지나 레비아단을 제거할 독을 사용할수 있어요."
0x96E3CF1C,"That's the last one, Isaac. There's a switch in Atmosphere Control to restart the oxygen recycling. Once the air's clean, you can get into Food Storage. Isaac, I've been reading these reports...the crew all began having mass hallucinations.  And...well, I just saw my brother on a security monitor.  And that's just not possible...","그게 마지막이예요,아이작.대기조절장치에 산소순환 재가동 스위치가 있어요.일단 공기가 정화돼야 식량저장고에 들어갈수 있어요.아이작,여기 보고서들을 읽어봤는데…모든 선원들이 집단환각을 겪었어요.또…이런.방금 보안 모니터에 동생이보였어요.있을수 없는 일인데…"
0x97016766,"UNITOLOGY ARTICLE","유 니 톨 로 지 조 항"
0x972BD11F,"Dammit, the poison wasn't strong enough. It's still alive! Get in there and kill it, before it contaminates the entire ship!","이런,독이 약했어요.아직 살아있어요!우주선 전체를 오염시키기 전에 들어가서 죽여요!"
0x972BD120,"Isaac, you did it! Hammond? Do you read? Oxygen levels are returning to normal.","아이작,잘했어요!헤먼드?들려요? 산소가 정상수준으로 돌아오고 있어요."
0x972BD121,"Dammit! He's gone again! No sign of his RIG anywhere! It's up to us now. I've got a plan to get off this ship! I've located an SOS beacon on the Mining Deck. If you can get down there and activate it, we might be able to send a distress call.","이런!또 사라지다니.헤먼드의 신호가 안잡혀요.이젠 우리에게 달렸어요.여기서 벗어날 방법이 있어요.채굴구역에서 SOS장치를 찾았어요.거기 가서 작동시킬수만 있으면 구조요청이 가능해요."
0x972BD122,"Oh god.  I don't know how much longer that door will hold...","오 이런.모르겠어요.저 문이 얼마나 버텨줄지…"
0x972BD123,"This may be our last chance of getting out of here alive, Isaac. There's an asteroid loaded up in the mining bay, waiting to be smelted. If you attach the SOS beacon to it, you can launch it away from the ship to make a clean broadcast. The beacon's  on the Maintenance sub deck. You can launch the asteroid from the control room. Damn, the control room is locked.  It looks like they keep an emergency access key on the Processing sub deck. Couldn't be easy, could it? I don't know how much more of this I can take. ","이번이 여기서 살아나갈 마지막 기회일지도 몰라요,아이작. 채굴구역에 제련하려던 소행성이 있어요.거기에 구조신호장치를 설치하면 먼곳까지 송신을 할수 있을거에요.장치는 관리구역 보조갑판에 있어요.소행성 발사는 통제실에서 할수 있구요.이런,통제실이 잠겼어요.비상접속 열쇠를 처리실 보조갑판에 보관해둔 모양이에요.쉬운 일이 없네,안그래요? 얼마나 더 해낼수 있을지 모르겠어요."
0x972BD14E,"That's the key, Isaac. It'll get you into the Control Room so you can launch the asteroid. Don't forget to attach the beacon first! I read another report on the colonist's dementia.  It seemed to start after they removed the Marker from the planet.  God knows how long it was down there.","그게 열쇠예요,아이작.이제 통제실에서 우주로 소행성을 보낼수 있어요.신호기 설치가 먼저라는거 잊지말아요!다른 보고서를 봐서는 콜로니인들의 정신이상은 마커를 들여온 이후부터 인것 같은데.그게 얼마나 오래된 것인지 누가 알겠어요."
0x972CD165,"Isaac! Hey, I lost your signal for a while. You had me worried... I see you've got the beacon, so head for the mining bay and attach it to the asteroid. I've been running trajectory calculations and if we launch soon, there's a good chance the asteroid can reach a safe distance to begin transmitting!  Still no sign of Hammond.  In his state, I can't imagine he's still alive...","아이작!아휴,잠깐 신호를 놓쳤어요.걱정하게 만들고…신호기를 찾았으니 채굴구역으로 가서 소행성에 설치해야죠.궤도를 계산해보니 금방이라도 발사가 가능하다면 통신 가능한 거리까지 보내기에 좋은 시기에요.해먼드가 아직 응답이 없어요.지금 상태에선 살아있다고 보긴 힘들지도…"
0x972CD18D,"Beacon's on it's way! All functions normal, and broadcasting wide band. Now we just have to hope somebody's listening.  I'll position the array receiver. I thought I saw my brother again.  He waved to me.  Like nothing was wrong. Okay, I should be able to leave this channel open... What? The comms Array receiver isn't responding! Isaac, can you get back to the bridge? We need that array online or we can't receive signals from anyone responding to the beacon!","장치가 움직여요!모든 기능도 정상적이고 송신도 제대로 되고있어요.이젠 누구든 들어주기만을 바라야죠.수신기를 설치해 둘게요.또 남동생을 본것 같은데.나에게 손을 흔들었어요.아무일도 없다는듯이… 됐어요.채널을 열어 둘수만 있으면… 어? 수신기가 응답이 없다니!아이작,브릿지로 돌아갈 수 있겠어요? 배열을 연결하지 못하면 누군가 응답하더라도 우리가 신호를 받을수 없게돼요!"
0x972CD18E,"Things are looking up! A military ship just shocked in! The USM Valor...I don't know what it was doing out there, but it must have gotten our distress signal.  We can't talk to it until that Comms Array is fixed.  I'm going to hack the door to Communications for you. Get in there and find the Comms Control Station.","죽으란 법은 없다더니!군함이에요,밸러[용기]호…저기서 뭘하고 있었는지는 모르지만 우리 구조요청을 듣고 오는게 틀림없어요.통신배열을 복구 못하면 저쪽과 연락할수 없어요.통신실 문을 열어줄테니 들어가면 조종장치를 찾아요."
0x972CD18F,"Isaac, the door to Communications  is open. But I've been getting some weird feedback spikes on the local comms. I think someone's listening in on us, so be careful.","아이작,통신실로 가는 문이 열렸어요.그런데 우리 통신에 묘한 반응이 섞여 있었어요.누군가 엿듣고 있는것 같은데,조심해요."
0x972DD19C,"That Comms Array is in bad shape.  We need at least six working dishes for a strong enough signal.   Make sure they're aligned symmetrically so there are no power gaps.","그 통신배열은 잘못됐어요.충분한 신호를 만들려면 작동하는 안테나가 적어도 6개는 필요해요.전기전달에 틈이 없도록 서로 마주보게 놓아야 돼요."
0x972DD19D,"That's it, it's working! Get back to Communications and use the control panel to send our coordinates to the Valor!","됐어,작동해요!통신실에 돌아가서 조종장치로 밸러호에 우리 좌표를 보내요!"
0x972DD1A2,"What? Isn't that the escape pod Hammond jettisoned? One of those things was onboard! No! No, this isn't going to happen! USM Valor! Come in Valor! Our signal isn't strong enough.  I'm going to open the blast doors to boost the signal.","뭐라구요? 그건 헤먼드가 버린 탈출포드 아니예요? 놈들 중 하나가 안에 있었는데!이래선 안돼! USM-밸러!응답하라,밸러호!신호가 약해요.방화문을 열어서 신호를 증폭시켜야 겠어요."
0x972DD1A4,"Shit!  Isaac, there's something big on the hull of the ship, directly above the Comms Array.  Something organic.  I don't know what it is, and I don't care.  We have to get the doors open to transmit to the Valor. You should have a clear shot from ADS cannon 48.  Get to the cannon and blow it out into space!","젠장!아이작,선체에 뭔가 커다란 것이 통신배열 바로 위에 있어요.어떤 살아있는 거예요.그게 뭐든 밸러호와 교신하려면 문을 열어야 돼요.48 ADS캐논으로 가서 그놈을 우주로 날려 버려요!"
0x972DD1CC,"USM Valor, this is Kendra Daniels on the USG Ishimura, come in! Do not open the escape pod. USM Valor, this is Kendra Daniels on the USG Ishimura, come in! Do not open the escape pod! Dammit, respond!","밸러.여기는 이시무라호 켄드라 다니엘스다.응답하라!탈출포드를 열지마라.밸러,여기는 이시무라호 켄드라 다니엘스.응답해!탈출포드를 열지마! 이것들아,대답해!"
0x972DD1CF,"Why did they open the pod?! Dammit...","왜 포드를 연거야?!멍청한-"
0x972DD1D0,"Oh my god, It's heading right for us! Isaac! ISAAC! Get the fuck out of there! It's going to crash into the ship.","이런 지랄,이리로 온다! 아이작,아이작!당장 거기서 나가요!우리랑 충돌하겠어요!"
0x972ED1DA,"Hammond?  Where have you been?","헤먼드? 여태 어디 있었어요?"
0x972ED1DD,"Isaac, if what he says is true about the shuttle, we might have a chance of getting out of here. Head to the cargo bay and see if you can help Hammond...in his condition, he may not last long.","아이작,해먼드 말대로라면 빠져나갈 기회가 생긴거에요.화물칸으로 가서 헤먼드를 도와요… 지금 상태로는 해먼드가 오래는 못버틸거에요."
0x9731D29B,"Isaac, I've lost him again! No signal from Hammond's RIG... Find the singularity core and get the hell out of there!","아이작,또 놓쳤어요!헤먼드의 신호가 사라졌어요… 코어를 찾아서 나와요!"
0x9731D29C,"The part you're looking for will be in the engine room at the back of the ship! I'm reading massive damage, so you may need to find an alternate route to get there!","코어가 있는 엔진실은 함선 후방이지만 파손이 심해서 그냥 갈수는 없어요.다른 경로를 찾아야돼요."
0x9731D2C9,"I just lost all of Hammond's vitals!  Is he dead?  Oh god. It's just us now, Isaac...","방금 헤먼드 생명신호가 사라졌어요!죽은거에요? 맙소사.이젠 우리 뿐이예요,아이작…"
0x9731D2CA,"Is that it? You got it? Oh my god, you got it!  That's the piece we need. Get to the Crew deck! ","그거예요?찾았어요? 어머나,찾았네요!이제 승무원 갑판으로 가요!"
0x9732D2DF,"Isaac, I've located the shuttle Hammond found. Shit! No good. That shuttle's brain dead. Someone removed the navigation cards, God knows why.  There's three of them scattered around the deck.  I'm downloading their locations. I can't access the doors from here, so you'll need a Crew Key.  If you can find those parts, I think we can get that shuttle operational again!","아이작,헤먼드가 말한 우주선을 찾았어요. 제길!이런. 우주선에서 반응이 없어요. 누군가 운항 카드를 가져갔어요. 기가 막히네요. 그 중 3개가 갑판 주위에 포착됐어요. 정확한 위치를 다운로드 중이예요. 여기서는 그 문에 접속할 수가 없어요. 승무원 열쇠가 필요할 거에요. 운항 카드를 전부 찾아야 우주선을 다시 가동시킬 수 있을 거예요!"
0x9733D349,"Isaac, be careful with Dr. Kyne. A lot of what I've discovered so far has come from his records... the man has clearly gone insane. He might be unstable, maybe even violent.","아이작,카인 박사를 조심해요. 지금까지 찾아낸 박사의 수 많은 기록들로 봐서는… 거의 정신이 나간 사람 같아요. 불안정한 상태인데다 난폭해 질 지도 몰라요."
0x9734D35A,"I don't know if Kyne is crazy or not, but we need that shuttle. Let's keep him on our side... for now.","카인이 미친 건 지 아닌 지는 모르지만 우린 우주선이 필요해요. 지금은 우리 편으로 하자구요… 지금은."
0x9734D385,"I restored power to the elevator.  Take it up to the Hangar Bay and get that Marker on the shuttle.  I'm heading up to the flight deck now. Oh god...I'm just going to run for it...wish me luck.","엘리베이터 전원을 복구했어요. 격납고로 가서 마커를 우주선으로 옮겨 줘요. 지금 비행장으로 갈게요. 오 이런! 도망가야 겠어… 행운을 빌어줘요."
0x9737161D,"Unprocessed employee detected. Welcome CEC employee...  Isaac Clarke...  to the USG Ishimura.","< 번역 누락 : 0x9737161D >"
0x9737161E,"The Ishimura was the first Planetcracker-class vessel, and is now the oldest serving, with 62 years of continuous service.","< 번역 누락 : 0x9737161E >"
0x9737161F,"It holds the record for highest number of planetcracks, with 34 to date-","< 번역 누락 : 0x9737161F >"
0x97371620,"-- and highest deadweight of refined product, at 14 trillion kilotons and counting.","< 번역 누락 : 0x97371620 >"
0x97381629,"Whether you'll be joining us aboard the Ishimura or strengthening the extraction workforce on the colony, the captain and crew would like to welcome you and we hope your stay is a pleasant one. Concordance Extraction Company - ""Powering humanity into the future.","< 번역 누락 : 0x97381629 >"
0x975CDD2E,"Sorry, Isaac, I couldn't let him go through with it. I suppose I should thank him for finding the Marker. We even managed without help from the USM Valor... Thank you for helping me find it, by the way. My department's been looking for this place for a long time. See, what Kyne didn't know was, it was the government's mess to begin with. This whole planet was one big experiment. The Marker? This ""divine relic""? Made by man.  They reverse-engineered it a couple of hundred years ago from the REAL Marker, a true alien artifact recovered on Earth.  They dug it up, studied it, and made it their own. Then they brought it to Aegis 7, and activated it.  And you've seen the result.  The stuff of nightmares.  They sealed the system, and no one would have been the wiser.  But then CEC blunders in and starts tearing the planet apart.  The experiment was still alive.  Kyne was right about the Hive Mind.  The Marker would contain it...but that doesn't matter now, does it?  I have the Marker, and this entire system can go to hell. For what it's worth, you did a great job, Isaac. See you around... Or maybe not.","< 번역 누락 : 0x975CDD2E >"
0x975CDD32,"Isaac, what the hell are you doing?! You're making a big mistake. This is not over!","아이작,무슨 짓을 하는 거야?! 지금 큰 실수 하는 거야. 이걸로 끝난 게 아니야!"
0x975DDD6D,"Isaac, Isaac... You really didn't  think I was going to just walk away, did you? I can't do that. The Marker's coming with me. It's a shame... I was starting to like you. Even if you are insane. What, you don't believe me? Take a look at yourself. Better yet, take a look at that video from Nicole. And this time, watch it right to the end...","아이작…내가 정말 그냥 가버릴거라 생각한건 아니지?그럴순 없지.마커를 가져가야 하니까.이를 어쩌나…네가 좋아지기 시작했는데.제정신이 아니긴 하지만.뭐야,모르겠어?자신을 봐.그렇지,니콜의 영상을 보는게 이해가 빠를거야.이번엔 끝까지 잘 보라고…"
0x975DDD6F,"See! You're insane. Just like Kyne, just like the Captain. Nicole has been dead this whole time.  Whatever you were seeing...was caused by that.  You were its pawn. But don't worry.  It will be in good hands, now.  Far away from this damned place. Goodbye, Isaac","거봐!넌 제정신이 아니지,카인이나 선장처럼.니콜은 처음부터 살아있지도 않았어.봤던게 뭐였든…환상이었어.넌 낚였던 거야.하지만 걱정마.이젠 내 수중에 들어 왔으니까.이 빌어먹을 곳과도 안녕이다.잘있어,아이작."
0x975DDD70,"Oh my God!","이런 세상에!"
0x975DDDA0,"Isaac, that son of a bitch just overrode the door lock!  I'll try to run a bypass.  Hold on!","아이작,저 개자식이 문을 잠궈 버렸어요! 어떻게든 열어 볼테니 조금만 참아요!"
0x975DDDA1,"Okay, I bypassed the lock!  Get out of there!","됐어, 문이 열렸어요! 거기서 나가요!"
0x975EDDAB,"Run Issac!","< 번역 누락 : 0x975EDDAB >"
0x975EDDAC,"Get the hell out of there!","< 번역 누락 : 0x975EDDAC >"
0x975EDDAD,"Run Isaac, find a weapon somewhere!","뛰어요,아이작!뭐든 무기를 찾아요!"
0x975EDDAE,"Run Isaac, get to the elevator! Run!","도망쳐요,아이작!엘리베이터로 가요!"
0x976253B4,"This is Benson. Everybody listen up! They're using the vents! That's how they're getting around the ship! Stay away from the vents...","여기는 벤슨.명심해!환기구야!이놈들이 거길 이용해 돌아다닌다.환기구에서 떨어져…"
0x976253B6,"Get back! Get back!","돌아가!빨리!"
0x976353F3,"This is Benson, tram engineering. We think we've figured it out. Smith killed one! Listen, forget about shooting them in the body, you gotta cut off the limbs. Grab a cutter, anything like that. Cut them apart!","여기는 전동차정비사 벤슨.약점을 찾은것 같다.스미스가 한놈을 죽였어.잘들어.몸뚱아리를 쏘겠다는 생각은 버려.사지를 잘라버려.절단기 같은걸 집어들어,토막내!"
0x976353F5,"Listen up, car 8 is trashed.  We managed to get it back to the repair depot, but now the auto-loader is fried.  I need a Stasis module brought down here now!  If we don't get this piece of shit off the tracks, it's going to jam up the whole system!","주목해라,8번 차가 부서졌다.정비구역으로 가져오긴 했지만 망할 자동운반기가 통닭이 됐다.당장 감속장비를 가져와.선로에서 개떡같은 파편을 못치우면 시스템 전체가 엉망이돼."
0x976E0C7D,"Buy?","구 입"
0x978C2050,"DEACTIVATING","< 번역 누락 : 0x978C2050 >"
0x97DDED6D,"Isaac, one of the Valor's weapons ripped open in the crash. Those green orbs you see are highly radioactive, and the Valor's airlock has sealed itself.  You're going to have to throw those into space before you can get into the ship.\n","아이작,충격으로 밸러호 무기 일부가 떨어져 나갔어요.거기 녹색구체들이 고농도 방사능물질이라 밸러호 출입구가 폐쇄됐어요.밖에다 전부 버려야만 들어갈수 있어요."
0x97DDED6E,"It looks like some of the gravity plating is malfunctioning. Keep an eye out for any kind of distortion effect coming from the floor. It could be dangerous.","중력막 몇군데가 고장났어요.바닥에서 뭔가 일그러진 기둥이 뿜어져 나오는 부분은 위험하니 조심해요."
0x97DDED6F,"Isaac, it's Kendra. It looks like the door to the storage room is locked. There should be a key somewhere in the maintenance bay.","아이작,켄드라에요.보관실 문이 잠겼어요.어딘가 열쇠가 있을거에요."
0x97DFEDF1,"There's a failsafe on the processing control door.  It won't open until gravity is restored.  But you can't turn on the gravity until those boulders are cleared from the room.  Maybe you can dump them into that gravity beam with your Kinesis gun.","처리실 문에는 안전장치가 있어요.중력이 회복되어야만 열리는데 안에 바위들이 있어서 회복시킬수 없어요.유도장비로 전부 중력빔 속에 던져버려요."
0x9817DE42,"Reload","재 장 전"
0x9827F052,"Isaac, you still need to find the data board to the tram computer. It's in the Maintenance Bay.","아이작.데이터보드가 없으면 안돼요.관리구역 안에 있어요."
0x9828F08F,"Looks like that door is malfunctioning, Isaac.  Try using the Stasis Module you just picked up.","그 문은 고장난 것 같아요,아이작.방금 얻은 감속장비를 사용하세요."
0x9828F090,"Your Stasis module should be able to help you with that arm mechanism.","감속장비가 기계팔 조종에 도움이 될거에요."
0x9828F091,"You still need to plant the beacon onto the shuttle, Isaac, before you launch the asteroid","< 번역 누락 : 0x9828F091 >"
0x9828F092,"The life support system in Sleep Block B has been shut down.  You'll have to find an override nearby to get to the door.","B구역 취침실 생명 유지 장치가 정지됐어요. 문까지 가려면 근처에 있는 해제 장치를 찾아야 돼요."
0x9828F093,"You're close to the chemistry station.  Once you get the chemicals, you're also going to need a DNA sample of the alien tissue.  I'll search the records for one.","화학연구실이 가까워요.우선 약품을 구하면 외계인의 조직DNA샘플도 필요해요.기록을 찾아볼게요."
0x9828F094,"Isaac, I patched into the deck's security system.  It took some work, but I've got the door to the Maintenance Bay unlocked. The data board should be somewhere inside","아이작,보안시스템을 수정했어요.일단 관리구역 출입구는 열려있어요.구역안 어딘가에 보드가 있을거에요."
0x982CF162,"The mining sub deck is offline for some reason, Isaac.  I'll see if I can run a bypass.","무슨 이유인지 채굴구역 보조갑판에 연결이 안돼요,아이작. 다른 방법이 있는 지 알아 볼게요."
0x982CF163,"I've got elevator access to the mining sub deck.  It was a security lockdown, although I don't think it helped them.  Now that you've got the beacon and the key, head over there. It looks like the asteroid is held in place by some gravity tethers.  You'll have to knock those out before you can launch it.","보조채굴갑판 엘리베이터에 접속했어요.방화벽이 있긴했지만 별거 아니었나 봐요.이제 신호기와 열쇠가 있으니 거기로 가요.중력올가미장치 몇개가 소행성을 잡고 있는데 그걸 파괴해야 발사할수 있어요."
0x982CF18B,"I've got more intel on the atmosphere.  A survivor's report says that a  massive creature entered the Hydroponics deck from outside the ship.  That's when the air quality began degrading. The survivor called it...the Leviathan","대기에 관한 정보가 더 있어요.생존자의 보고로는 정체불명의 거대한 생물이 재배구역으로 침입,그때부터 공기의 질이 나빠졌다는데…그사람은 그걸…레비아단[거대한 바다속 괴물]이라 불렀어요"
0x982F3509,"IMPACT","충 돌"
0x98479ADE,"HAMMOND'S ASSISTANCE","해 먼 드 의 지 원"
0x985AFCE2,"I suppose I should be glad that Hammond's alive, but I still don't trust him.  I think he's hiding something about the Marker.","헤먼드가 살아있는 건 다행이지만 아직 믿을순 없어요.마커에 대해 뭔가 숨기고 있을거에요."
0x985CFD2E,"Your Stasis module should be able to help you with that.","< 번역 누락 : 0x985CFD2E >"
0x98831A35,"RESTORE GRAVITY","중 력 복 구"
0x98CDBE8D,"INTERRUPTED","방 해 공 작"
0x98CFBEF2,"ADS Mouse Sensitivity","< 번역 누락 : 0x98CFBEF2 >"
0x98D27D2A,"[UI_Select]Select","< 번역 누락 : 0x98D27D2A >"
0x98E62462,"A MESSAGE","메 세 지"
0x98EFDEE7,"Increases Inventory slots and Armor.","가방의 용량과 방어력이 증가한다."
0x992EE8C5,"Andrew & Toffee","< 번역 누락 : 0x992EE8C5 >"
0x992EE8C6,"Anne Mannucci","< 번역 누락 : 0x992EE8C6 >"
0x992EE8C7,"Antony Johnston","< 번역 누락 : 0x992EE8C7 >"
0x992EE8C8,"Ari, T-Bone, Bay-way & AshyBashy","< 번역 누락 : 0x992EE8C8 >"
0x992EE8C9,"Ashley Eads","< 번역 누락 : 0x992EE8C9 >"
0x992EE8CA,"Ashley Tanti","< 번역 누락 : 0x992EE8CA >"
0x992EE8CB,"Barbara, Nicole, Kyle and Caitlyn","< 번역 누락 : 0x992EE8CB >"
0x992EE8CC,"Bart Cobbaert","< 번역 누락 : 0x992EE8CC >"
0x992EE8CD,"Becca and Jack, for everything","< 번역 누락 : 0x992EE8CD >"
0x992EE8CE,"Becky and my family","< 번역 누락 : 0x992EE8CE >"
0x992FE904,"Behr Behr","< 번역 누락 : 0x992FE904 >"
0x992FE905,"Ben Templesmith","< 번역 누락 : 0x992FE905 >"
0x992FE906,"Brian Deppiesse","< 번역 누락 : 0x992FE906 >"
0x992FE907,"Carl, Igue, Zoe, Billie and Nina","< 번역 누락 : 0x992FE907 >"
0x992FE908,"Caroline Zelaya","< 번역 누락 : 0x992FE908 >"
0x992FE909,"Cat Wells","< 번역 누락 : 0x992FE909 >"
0x992FE90A,"Cessmi, Darius, and Charlize","< 번역 누락 : 0x992FE90A >"
0x992FE90B,"Chris Seifert","< 번역 누락 : 0x992FE90B >"
0x992FE90C,"Christian Ponziani","< 번역 누락 : 0x992FE90C >"
0x992FE90D,"Craig Auld","< 번역 누락 : 0x992FE90D >"
0x9930E943,"Cynthia, Jacqueline, Nicholas & Lucas","< 번역 누락 : 0x9930E943 >"
0x9930E944,"Dan Davis","< 번역 누락 : 0x9930E944 >"
0x9930E945,"David Jackson","< 번역 누락 : 0x9930E945 >"
0x9930E946,"Debra, Luka, Tomiko & Kenji","< 번역 누락 : 0x9930E946 >"
0x9930E947,"To my lovely wife, Dawn Pollak","< 번역 누락 : 0x9930E947 >"
0x9930E948,"Eddie Chung","< 번역 누락 : 0x9930E948 >"
0x9930E949,"Eleni Nikitas","< 번역 누락 : 0x9930E949 >"
0x9930E94A,"Emma and Vianne, I love you!","< 번역 누락 : 0x9930E94A >"
0x9930E94B,"Emma Fisci","< 번역 누락 : 0x9930E94B >"
0x9930E94C,"Eric Vaughn","< 번역 누락 : 0x9930E94C >"
0x9931E982,"Eric, Toulouse, and Nuendo","< 번역 누락 : 0x9931E982 >"
0x9931E983,"Errol Chopping and Andrew Lacey","< 번역 누락 : 0x9931E983 >"
